target_eps,realized_eps,test_acc
0.1,0.09889272702017599,0.8794
0.25,0.24945636065326027,0.8966
0.5,0.49744678340528786,0.9047
1.0,0.9920599215444738,0.9024
2.0,1.9984078452793868,0.9008
4.0,3.9931570553569045,0.9035
8.0,7.997739728899241,0.9041
16.0,15.994909105662956,0.9018
