target_eps,realized_eps,test_acc
0.1,0.09751555521704154,0.20555555555555555
0.25,0.24274178803146199,0.41388888888888886
0.5,0.49226895810567917,0.3972222222222222
1.0,0.9947716108586367,0.5083333333333333
2.0,1.9939770686629188,0.48333333333333334
4.0,3.9910030710642204,0.5472222222222223
8.0,7.990183308944777,0.5638888888888889
16.0,15.991261571664033,0.46944444444444444
