target_acc,achieved_acc,abs_err,phase1_steps,phase2_steps,realized_eps
0.55,0.531063829787234,0.018936170212766057,650,700,1.5512650963182983
0.6,0.5805851063829788,0.0194148936170212,850,2700,1.9319641693640066
0.63,0.6100531914893617,0.019946808510638347,1150,5100,2.2216960119269444
